week_start,year,week_number,region_code,region_name,patch_code,available_engineers,capacity_jobs,demand_jobs,gap_jobs,utilisation_pct,rag_status,is_forecast
2025-12-22,2025,52,SW,South West,SW-P1,6,72,83,-11,115.3,Red,0
2025-12-22,2025,52,SW,South West,SW-P2,6,67,87,-20,129.9,Red,0
2025-12-22,2025,52,SW,South West,SW-P3,5,73,77,-4,105.5,Red,0
2025-12-22,2025,52,SW,South West,SW-P4,5,72,88,-16,122.2,Red,0
2025-12-22,2025,52,WAL,Wales,WAL-P1,5,70,87,-17,124.3,Red,0
2025-12-22,2025,52,WAL,Wales,WAL-P2,6,76,79,-3,103.9,Red,0
2025-12-22,2025,52,WAL,Wales,WAL-P3,4,63,109,-46,173.0,Red,0
2025-12-22,2025,52,YRK,Yorkshire,YRK-P1,5,66,85,-19,128.8,Red,0
2025-12-22,2025,52,YRK,Yorkshire,YRK-P2,5,72,82,-10,113.9,Red,0
2025-12-22,2025,52,YRK,Yorkshire,YRK-P3,6,77,90,-13,116.9,Red,0
2025-12-22,2025,52,YRK,Yorkshire,YRK-P4,6,71,92,-21,129.6,Red,0
2025-12-22,2025,52,YRK,Yorkshire,YRK-P5,5,76,81,-5,106.6,Red,0
2025-12-29,2025,1,MID,Midlands,MID-P1,6,76,49,27,64.5,Green,0
2025-12-29,2025,1,MID,Midlands,MID-P2,6,81,37,44,45.7,Green,0
2025-12-29,2025,1,MID,Midlands,MID-P3,6,79,56,23,70.9,Green,0
2025-12-29,2025,1,MID,Midlands,MID-P4,7,99,45,54,45.5,Green,0
2025-12-29,2025,1,MID,Midlands,MID-P5,6,80,52,28,65.0,Green,0
2025-12-29,2025,1,MID,Midlands,MID-P6,6,87,51,36,58.6,Green,0
2025-12-29,2025,1,MID,Midlands,MID-P7,6,89,56,33,62.9,Green,0
2025-12-29,2025,1,NE,North East,NE-P1,6,77,36,41,46.8,Green,0
2025-12-29,2025,1,NE,North East,NE-P2,6,81,40,41,49.4,Green,0
2025-12-29,2025,1,NE,North East,NE-P3,6,74,34,40,45.9,Green,0
2025-12-29,2025,1,NE,North East,NE-P4,4,55,37,18,67.3,Green,0
2025-12-29,2025,1,NE,North East,NE-P5,6,78,54,24,69.2,Green,0
2025-12-29,2025,1,NW,North West,NW-P1,7,95,43,52,45.3,Green,0
2025-12-29,2025,1,NW,North West,NW-P2,7,85,51,34,60.0,Green,0
2025-12-29,2025,1,NW,North West,NW-P3,6,86,47,39,54.7,Green,0
2025-12-29,2025,1,NW,North West,NW-P4,6,88,47,41,53.4,Green,0
2025-12-29,2025,1,NW,North West,NW-P5,6,79,38,41,48.1,Green,0
2025-12-29,2025,1,NW,North West,NW-P6,6,82,42,40,51.2,Green,0
2025-12-29,2025,1,SCO,Scotland,SCO-P1,8,108,37,71,34.3,Green,0
2025-12-29,2025,1,SCO,Scotland,SCO-P2,8,108,40,68,37.0,Green,0
2025-12-29,2025,1,SCO,Scotland,SCO-P3,7,103,49,54,47.6,Green,0
2025-12-29,2025,1,SCO,Scotland,SCO-P4,7,87,49,38,56.3,Green,0
2025-12-29,2025,1,SE,South East,SE-P1,7,95,53,42,55.8,Green,0
2025-12-29,2025,1,SE,South East,SE-P2,7,83,55,28,66.3,Green,0
2025-12-29,2025,1,SE,South East,SE-P3,7,83,56,27,67.5,Green,0
2025-12-29,2025,1,SE,South East,SE-P4,6,76,35,41,46.1,Green,0
2025-12-29,2025,1,SE,South East,SE-P5,6,83,46,37,55.4,Green,0
2025-12-29,2025,1,SE,South East,SE-P6,6,80,38,42,47.5,Green,0
2025-12-29,2025,1,SE,South East,SE-P7,6,89,40,49,44.9,Green,0
2025-12-29,2025,1,SE,South East,SE-P8,6,85,44,41,51.8,Green,0
2025-12-29,2025,1,SW,South West,SW-P1,6,76,35,41,46.1,Green,0
2025-12-29,2025,1,SW,South West,SW-P2,6,71,52,19,73.2,Green,0
2025-12-29,2025,1,SW,South West,SW-P3,6,78,36,42,46.2,Green,0
2025-12-29,2025,1,SW,South West,SW-P4,6,75,49,26,65.3,Green,0
2025-12-29,2025,1,WAL,Wales,WAL-P1,7,86,39,47,45.3,Green,0
2025-12-29,2025,1,WAL,Wales,WAL-P2,6,83,46,37,55.4,Green,0
2025-12-29,2025,1,WAL,Wales,WAL-P3,6,89,56,33,62.9,Green,0
2025-12-29,2025,1,YRK,Yorkshire,YRK-P1,6,83,52,31,62.7,Green,0
2025-12-29,2025,1,YRK,Yorkshire,YRK-P2,7,91,48,43,52.7,Green,0
2025-12-29,2025,1,YRK,Yorkshire,YRK-P3,6,83,46,37,55.4,Green,0
2025-12-29,2025,1,YRK,Yorkshire,YRK-P4,7,87,49,38,56.3,Green,0
2025-12-29,2025,1,YRK,Yorkshire,YRK-P5,6,89,42,47,47.2,Green,0
2025-12-29,2026,1,MID,Midlands,MID-P1,1,51,49,2,96.1,Red,1
2025-12-29,2026,1,MID,Midlands,MID-P2,1,34,33,1,97.1,Red,1
2025-12-29,2026,1,MID,Midlands,MID-P3,1,42,42,0,100.0,Red,1
2025-12-29,2026,1,MID,Midlands,MID-P4,1,27,27,0,100.0,Red,1
2025-12-29,2026,1,MID,Midlands,MID-P5,1,45,44,1,97.8,Red,1
2025-12-29,2026,1,MID,Midlands,MID-P6,1,55,53,2,96.4,Red,1
2025-12-29,2026,1,MID,Midlands,MID-P7,1,44,42,2,95.5,Red,1
2025-12-29,2026,1,NE,North East,NE-P1,1,33,32,1,97.0,Red,1
2025-12-29,2026,1,NE,North East,NE-P2,1,32,32,0,100.0,Red,1
2025-12-29,2026,1,NE,North East,NE-P3,1,33,33,0,100.0,Red,1
2025-12-29,2026,1,NE,North East,NE-P4,1,39,38,1,97.4,Red,1
2025-12-29,2026,1,NE,North East,NE-P5,1,40,39,1,97.5,Red,1
2025-12-29,2026,1,NW,North West,NW-P1,1,53,52,1,98.1,Red,1
2025-12-29,2026,1,NW,North West,NW-P2,1,33,33,0,100.0,Red,1
2025-12-29,2026,1,NW,North West,NW-P3,1,48,49,-1,102.1,Red,1
2025-12-29,2026,1,NW,North West,NW-P4,1,29,28,1,96.6,Red,1
2025-12-29,2026,1,NW,North West,NW-P5,1,35,34,1,97.1,Red,1
2025-12-29,2026,1,NW,North West,NW-P6,1,35,34,1,97.1,Red,1
2025-12-29,2026,1,SCO,Scotland,SCO-P1,0,45,45,0,100.0,Red,1
2025-12-29,2026,1,SCO,Scotland,SCO-P2,0,39,40,-1,102.6,Red,1
2025-12-29,2026,1,SCO,Scotland,SCO-P3,0,41,40,1,97.6,Red,1
2025-12-29,2026,1,SCO,Scotland,SCO-P4,0,49,47,2,95.9,Red,1
2025-12-29,2026,1,SE,South East,SE-P1,1,58,56,2,96.6,Red,1
2025-12-29,2026,1,SE,South East,SE-P2,1,56,54,2,96.4,Red,1
2025-12-29,2026,1,SE,South East,SE-P3,1,40,38,2,95.0,Red,1
2025-12-29,2026,1,SE,South East,SE-P4,1,30,29,1,96.7,Red,1
2025-12-29,2026,1,SE,South East,SE-P5,1,37,36,1,97.3,Red,1
2025-12-29,2026,1,SE,South East,SE-P6,1,28,28,0,100.0,Red,1
2025-12-29,2026,1,SE,South East,SE-P7,1,40,41,-1,102.5,Red,1
2025-12-29,2026,1,SE,South East,SE-P8,1,51,50,1,98.0,Red,1
2025-12-29,2026,1,SW,South West,SW-P1,1,45,43,2,95.6,Red,1
2025-12-29,2026,1,SW,South West,SW-P2,1,38,36,2,94.7,Red,1
2025-12-29,2026,1,SW,South West,SW-P3,1,40,38,2,95.0,Red,1
2025-12-29,2026,1,SW,South West,SW-P4,1,40,39,1,97.5,Red,1
2025-12-29,2026,1,WAL,Wales,WAL-P1,1,50,49,1,98.0,Red,1
2025-12-29,2026,1,WAL,Wales,WAL-P2,1,41,41,0,100.0,Red,1
2025-12-29,2026,1,WAL,Wales,WAL-P3,1,33,33,0,100.0,Red,1
2025-12-29,2026,1,YRK,Yorkshire,YRK-P1,1,51,50,1,98.0,Red,1
2025-12-29,2026,1,YRK,Yorkshire,YRK-P2,1,51,51,0,100.0,Red,1
2025-12-29,2026,1,YRK,Yorkshire,YRK-P3,1,36,36,0,100.0,Red,1
2025-12-29,2026,1,YRK,Yorkshire,YRK-P4,1,54,53,1,98.1,Red,1
2025-12-29,2026,1,YRK,Yorkshire,YRK-P5,1,34,33,1,97.1,Red,1
2026-01-05,2026,2,MID,Midlands,MID-P1,9,87,86,1,98.9,Red,1
2026-01-05,2026,2,MID,Midlands,MID-P2,9,77,77,0,100.0,Red,1
2026-01-05,2026,2,MID,Midlands,MID-P3,9,82,84,-2,102.4,Red,1
2026-01-05,2026,2,MID,Midlands,MID-P4,9,81,84,-3,103.7,Red,1
2026-01-05,2026,2,MID,Midlands,MID-P5,9,106,102,4,96.2,Red,1
2026-01-05,2026,2,MID,Midlands,MID-P6,9,86,82,4,95.3,Red,1
2026-01-05,2026,2,MID,Midlands,MID-P7,9,91,87,4,95.6,Red,1
2026-01-05,2026,2,NE,North East,NE-P1,8,71,71,0,100.0,Red,1
2026-01-05,2026,2,NE,North East,NE-P2,8,81,83,-2,102.5,Red,1
2026-01-05,2026,2,NE,North East,NE-P3,8,64,66,-2,103.1,Red,1
2026-01-05,2026,2,NE,North East,NE-P4,8,77,74,3,96.1,Red,1
2026-01-05,2026,2,NE,North East,NE-P5,8,89,85,4,95.5,Red,1
2026-01-05,2026,2,NW,North West,NW-P1,10,87,87,0,100.0,Red,1
2026-01-05,2026,2,NW,North West,NW-P2,10,81,83,-2,102.5,Red,1
2026-01-05,2026,2,NW,North West,NW-P3,9,88,91,-3,103.4,Red,1
2026-01-05,2026,2,NW,North West,NW-P4,9,112,108,4,96.4,Red,1
2026-01-05,2026,2,NW,North West,NW-P5,9,102,98,4,96.1,Red,1
2026-01-05,2026,2,NW,North West,NW-P6,10,88,84,4,95.5,Red,1
2026-01-05,2026,2,SCO,Scotland,SCO-P1,9,95,97,-2,102.1,Red,1
2026-01-05,2026,2,SCO,Scotland,SCO-P2,9,68,70,-2,102.9,Red,1
2026-01-05,2026,2,SCO,Scotland,SCO-P3,9,103,99,4,96.1,Red,1
2026-01-05,2026,2,SCO,Scotland,SCO-P4,9,96,92,4,95.8,Red,1
2026-01-05,2026,2,SE,South East,SE-P1,9,77,74,3,96.1,Red,1
2026-01-05,2026,2,SE,South East,SE-P2,9,108,104,4,96.3,Red,1
2026-01-05,2026,2,SE,South East,SE-P3,9,92,89,3,96.7,Red,1
2026-01-05,2026,2,SE,South East,SE-P4,10,83,82,1,98.8,Red,1
2026-01-05,2026,2,SE,South East,SE-P5,10,92,92,0,100.0,Red,1
2026-01-05,2026,2,SE,South East,SE-P6,9,74,75,-1,101.4,Red,1
2026-01-05,2026,2,SE,South East,SE-P7,9,85,88,-3,103.5,Red,1
2026-01-05,2026,2,SE,South East,SE-P8,8,117,113,4,96.6,Red,1
2026-01-05,2026,2,SW,South West,SW-P1,9,88,84,4,95.5,Red,1
2026-01-05,2026,2,SW,South West,SW-P2,8,79,76,3,96.2,Red,1
2026-01-05,2026,2,SW,South West,SW-P3,8,88,86,2,97.7,Red,1
2026-01-05,2026,2,SW,South West,SW-P4,8,80,79,1,98.8,Red,1
2026-01-05,2026,2,WAL,Wales,WAL-P1,9,87,87,0,100.0,Red,1
2026-01-05,2026,2,WAL,Wales,WAL-P2,8,89,91,-2,102.2,Red,1
2026-01-05,2026,2,WAL,Wales,WAL-P3,8,70,72,-2,102.9,Red,1
2026-01-05,2026,2,YRK,Yorkshire,YRK-P1,9,80,80,0,100.0,Red,1
2026-01-05,2026,2,YRK,Yorkshire,YRK-P2,9,108,110,-2,101.9,Red,1
2026-01-05,2026,2,YRK,Yorkshire,YRK-P3,9,74,76,-2,102.7,Red,1
2026-01-05,2026,2,YRK,Yorkshire,YRK-P4,8,93,90,3,96.8,Red,1
2026-01-05,2026,2,YRK,Yorkshire,YRK-P5,9,103,99,4,96.1,Red,1
2026-01-12,2026,3,MID,Midlands,MID-P1,9,86,87,-1,101.2,Red,1
2026-01-12,2026,3,MID,Midlands,MID-P2,8,74,76,-2,102.7,Red,1
2026-01-12,2026,3,MID,Midlands,MID-P3,8,83,86,-3,103.6,Red,1
2026-01-12,2026,3,MID,Midlands,MID-P4,8,76,79,-3,103.9,Red,1
2026-01-12,2026,3,MID,Midlands,MID-P5,9,77,74,3,96.1,Red,1
2026-01-12,2026,3,MID,Midlands,MID-P6,9,88,84,4,95.5,Red,1
2026-01-12,2026,3,MID,Midlands,MID-P7,9,100,96,4,96.0,Red,1
2026-01-12,2026,3,NE,North East,NE-P1,8,70,72,-2,102.9,Red,1
2026-01-12,2026,3,NE,North East,NE-P2,8,69,71,-2,102.9,Red,1
2026-01-12,2026,3,NE,North East,NE-P3,7,78,81,-3,103.8,Red,1
2026-01-12,2026,3,NE,North East,NE-P4,7,74,71,3,95.9,Red,1
2026-01-12,2026,3,NE,North East,NE-P5,7,74,71,3,95.9,Red,1
2026-01-12,2026,3,NW,North West,NW-P1,9,83,85,-2,102.4,Red,1
2026-01-12,2026,3,NW,North West,NW-P2,9,81,84,-3,103.7,Red,1
2026-01-12,2026,3,NW,North West,NW-P3,8,86,90,-4,104.7,Red,1
2026-01-12,2026,3,NW,North West,NW-P4,8,90,86,4,95.6,Red,1
2026-01-12,2026,3,NW,North West,NW-P5,8,75,72,3,96.0,Red,1
2026-01-12,2026,3,NW,North West,NW-P6,8,82,79,3,96.3,Red,1
2026-01-12,2026,3,SCO,Scotland,SCO-P1,8,83,86,-3,103.6,Red,1
2026-01-12,2026,3,SCO,Scotland,SCO-P2,8,68,71,-3,104.4,Red,1
2026-01-12,2026,3,SCO,Scotland,SCO-P3,8,88,84,4,95.5,Red,1
2026-01-12,2026,3,SCO,Scotland,SCO-P4,7,92,88,4,95.7,Red,1
2026-01-12,2026,3,SE,South East,SE-P1,9,85,82,3,96.5,Red,1
2026-01-12,2026,3,SE,South East,SE-P2,9,86,84,2,97.7,Red,1
2026-01-12,2026,3,SE,South East,SE-P3,9,87,86,1,98.9,Red,1
2026-01-12,2026,3,SE,South East,SE-P4,9,81,82,-1,101.2,Red,1
2026-01-12,2026,3,SE,South East,SE-P5,9,81,83,-2,102.5,Red,1
2026-01-12,2026,3,SE,South East,SE-P6,8,75,78,-3,104.0,Red,1
2026-01-12,2026,3,SE,South East,SE-P7,8,80,84,-4,105.0,Red,1
2026-01-12,2026,3,SE,South East,SE-P8,8,85,81,4,95.3,Red,1
2026-01-12,2026,3,SW,South West,SW-P1,8,73,70,3,95.9,Red,1
2026-01-12,2026,3,SW,South West,SW-P2,7,74,72,2,97.3,Red,1
2026-01-12,2026,3,SW,South West,SW-P3,8,73,72,1,98.6,Red,1
2026-01-12,2026,3,SW,South West,SW-P4,7,78,79,-1,101.3,Red,1
2026-01-12,2026,3,WAL,Wales,WAL-P1,9,89,91,-2,102.2,Red,1
2026-01-12,2026,3,WAL,Wales,WAL-P2,8,90,93,-3,103.3,Red,1
2026-01-12,2026,3,WAL,Wales,WAL-P3,8,72,75,-3,104.2,Red,1
2026-01-12,2026,3,YRK,Yorkshire,YRK-P1,9,92,94,-2,102.2,Red,1
2026-01-12,2026,3,YRK,Yorkshire,YRK-P2,8,91,94,-3,103.3,Red,1
2026-01-12,2026,3,YRK,Yorkshire,YRK-P3,8,75,78,-3,104.0,Red,1
2026-01-12,2026,3,YRK,Yorkshire,YRK-P4,8,91,87,4,95.6,Red,1
2026-01-12,2026,3,YRK,Yorkshire,YRK-P5,8,91,87,4,95.6,Red,1
2026-01-19,2026,4,MID,Midlands,MID-P1,9,89,91,-2,102.2,Red,1
2026-01-19,2026,4,MID,Midlands,MID-P2,9,99,103,-4,104.0,Red,1
2026-01-19,2026,4,MID,Midlands,MID-P3,9,78,82,-4,105.1,Red,1
2026-01-19,2026,4,MID,Midlands,MID-P4,9,73,76,-3,104.1,Red,1
2026-01-19,2026,4,MID,Midlands,MID-P5,9,91,87,4,95.6,Red,1
2026-01-19,2026,4,MID,Midlands,MID-P6,8,90,87,3,96.7,Red,1
2026-01-19,2026,4,MID,Midlands,MID-P7,9,79,77,2,97.5,Red,1
2026-01-19,2026,4,NE,North East,NE-P1,8,72,75,-3,104.2,Red,1
2026-01-19,2026,4,NE,North East,NE-P2,8,72,75,-3,104.2,Red,1
2026-01-19,2026,4,NE,North East,NE-P3,8,66,69,-3,104.5,Red,1
2026-01-19,2026,4,NE,North East,NE-P4,7,74,71,3,95.9,Red,1
2026-01-19,2026,4,NE,North East,NE-P5,8,75,73,2,97.3,Red,1
2026-01-19,2026,4,NW,North West,NW-P1,9,72,75,-3,104.2,Red,1
2026-01-19,2026,4,NW,North West,NW-P2,9,83,87,-4,104.8,Red,1
2026-01-19,2026,4,NW,North West,NW-P3,9,71,74,-3,104.2,Red,1
2026-01-19,2026,4,NW,North West,NW-P4,8,79,76,3,96.2,Red,1
2026-01-19,2026,4,NW,North West,NW-P5,8,101,98,3,97.0,Red,1
2026-01-19,2026,4,NW,North West,NW-P6,8,86,84,2,97.7,Red,1
2026-01-19,2026,4,SCO,Scotland,SCO-P1,8,73,76,-3,104.1,Red,1
2026-01-19,2026,4,SCO,Scotland,SCO-P2,8,85,89,-4,104.7,Red,1
2026-01-19,2026,4,SCO,Scotland,SCO-P3,8,83,80,3,96.4,Red,1
2026-01-19,2026,4,SCO,Scotland,SCO-P4,7,80,77,3,96.2,Red,1
2026-01-19,2026,4,SE,South East,SE-P1,8,84,82,2,97.6,Red,1
2026-01-19,2026,4,SE,South East,SE-P2,8,92,92,0,100.0,Red,1
2026-01-19,2026,4,SE,South East,SE-P3,8,73,74,-1,101.4,Red,1
2026-01-19,2026,4,SE,South East,SE-P4,8,83,85,-2,102.4,Red,1
2026-01-19,2026,4,SE,South East,SE-P5,8,72,75,-3,104.2,Red,1
2026-01-19,2026,4,SE,South East,SE-P6,8,66,69,-3,104.5,Red,1
2026-01-19,2026,4,SE,South East,SE-P7,8,81,85,-4,104.9,Red,1
2026-01-19,2026,4,SE,South East,SE-P8,8,78,75,3,96.2,Red,1
2026-01-19,2026,4,SW,South West,SW-P1,8,89,87,2,97.8,Red,1
2026-01-19,2026,4,SW,South West,SW-P2,8,78,78,0,100.0,Red,1
2026-01-19,2026,4,SW,South West,SW-P3,8,77,78,-1,101.3,Red,1
2026-01-19,2026,4,SW,South West,SW-P4,7,75,77,-2,102.7,Red,1
2026-01-19,2026,4,WAL,Wales,WAL-P1,8,89,93,-4,104.5,Red,1
2026-01-19,2026,4,WAL,Wales,WAL-P2,8,75,78,-3,104.0,Red,1
2026-01-19,2026,4,WAL,Wales,WAL-P3,8,75,78,-3,104.0,Red,1
2026-01-19,2026,4,YRK,Yorkshire,YRK-P1,9,86,89,-3,103.5,Red,1
2026-01-19,2026,4,YRK,Yorkshire,YRK-P2,8,81,85,-4,104.9,Red,1
2026-01-19,2026,4,YRK,Yorkshire,YRK-P3,8,80,84,-4,105.0,Red,1
2026-01-19,2026,4,YRK,Yorkshire,YRK-P4,8,109,105,4,96.3,Red,1
2026-01-19,2026,4,YRK,Yorkshire,YRK-P5,8,75,73,2,97.3,Red,1
2026-01-26,2026,5,MID,Midlands,MID-P1,9,76,79,-3,103.9,Red,1
2026-01-26,2026,5,MID,Midlands,MID-P2,8,75,79,-4,105.3,Red,1
2026-01-26,2026,5,MID,Midlands,MID-P3,8,93,97,-4,104.3,Red,1
2026-01-26,2026,5,MID,Midlands,MID-P4,9,81,84,-3,103.7,Red,1
2026-01-26,2026,5,MID,Midlands,MID-P5,8,90,87,3,96.7,Red,1
2026-01-26,2026,5,MID,Midlands,MID-P6,8,77,76,1,98.7,Red,1
2026-01-26,2026,5,MID,Midlands,MID-P7,8,93,93,0,100.0,Red,1
2026-01-26,2026,5,NE,North East,NE-P1,8,73,76,-3,104.1,Red,1
2026-01-26,2026,5,NE,North East,NE-P2,8,66,69,-3,104.5,Red,1
2026-01-26,2026,5,NE,North East,NE-P3,7,66,68,-2,103.0,Red,1
2026-01-26,2026,5,NE,North East,NE-P4,7,74,72,2,97.3,Red,1
2026-01-26,2026,5,NE,North East,NE-P5,7,66,65,1,98.5,Red,1
2026-01-26,2026,5,NW,North West,NW-P1,9,73,76,-3,104.1,Red,1
2026-01-26,2026,5,NW,North West,NW-P2,9,61,64,-3,104.9,Red,1
2026-01-26,2026,5,NW,North West,NW-P3,8,72,75,-3,104.2,Red,1
2026-01-26,2026,5,NW,North West,NW-P4,8,90,87,3,96.7,Red,1
2026-01-26,2026,5,NW,North West,NW-P5,8,75,74,1,98.7,Red,1
2026-01-26,2026,5,NW,North West,NW-P6,8,80,80,0,100.0,Red,1
2026-01-26,2026,5,SCO,Scotland,SCO-P1,8,80,84,-4,105.0,Red,1
2026-01-26,2026,5,SCO,Scotland,SCO-P2,8,82,85,-3,103.7,Red,1
2026-01-26,2026,5,SCO,Scotland,SCO-P3,8,66,64,2,97.0,Red,1
2026-01-26,2026,5,SCO,Scotland,SCO-P4,7,84,83,1,98.8,Red,1
2026-01-26,2026,5,SE,South East,SE-P1,8,78,78,0,100.0,Red,1
2026-01-26,2026,5,SE,South East,SE-P2,8,67,68,-1,101.5,Red,1
2026-01-26,2026,5,SE,South East,SE-P3,8,81,84,-3,103.7,Red,1
2026-01-26,2026,5,SE,South East,SE-P4,8,90,94,-4,104.4,Red,1
2026-01-26,2026,5,SE,South East,SE-P5,8,94,98,-4,104.3,Red,1
2026-01-26,2026,5,SE,South East,SE-P6,7,87,91,-4,104.6,Red,1
2026-01-26,2026,5,SE,South East,SE-P7,8,64,66,-2,103.1,Red,1
2026-01-26,2026,5,SE,South East,SE-P8,7,81,79,2,97.5,Red,1
2026-01-26,2026,5,SW,South West,SW-P1,7,78,78,0,100.0,Red,1
2026-01-26,2026,5,SW,South West,SW-P2,7,80,81,-1,101.2,Red,1
2026-01-26,2026,5,SW,South West,SW-P3,7,63,65,-2,103.2,Red,1
2026-01-26,2026,5,SW,South West,SW-P4,7,83,86,-3,103.6,Red,1
2026-01-26,2026,5,WAL,Wales,WAL-P1,8,88,92,-4,104.5,Red,1
2026-01-26,2026,5,WAL,Wales,WAL-P2,7,82,86,-4,104.9,Red,1
2026-01-26,2026,5,WAL,Wales,WAL-P3,8,64,66,-2,103.1,Red,1
2026-01-26,2026,5,YRK,Yorkshire,YRK-P1,9,88,92,-4,104.5,Red,1
2026-01-26,2026,5,YRK,Yorkshire,YRK-P2,9,65,68,-3,104.6,Red,1
2026-01-26,2026,5,YRK,Yorkshire,YRK-P3,9,89,92,-3,103.4,Red,1
2026-01-26,2026,5,YRK,Yorkshire,YRK-P4,8,85,83,2,97.6,Red,1
2026-01-26,2026,5,YRK,Yorkshire,YRK-P5,8,91,90,1,98.9,Red,1
2026-02-02,2026,6,MID,Midlands,MID-P1,8,68,71,-3,104.4,Red,1
2026-02-02,2026,6,MID,Midlands,MID-P2,8,78,81,-3,103.8,Red,1
2026-02-02,2026,6,MID,Midlands,MID-P3,8,72,74,-2,102.8,Red,1
2026-02-02,2026,6,MID,Midlands,MID-P4,7,76,77,-1,101.3,Red,1
2026-02-02,2026,6,MID,Midlands,MID-P5,8,101,100,1,99.0,Red,1
2026-02-02,2026,6,MID,Midlands,MID-P6,8,83,83,0,100.0,Red,1
2026-02-02,2026,6,MID,Midlands,MID-P7,8,84,86,-2,102.4,Red,1
2026-02-02,2026,6,NE,North East,NE-P1,6,68,71,-3,104.4,Red,1
2026-02-02,2026,6,NE,North East,NE-P2,6,59,61,-2,103.4,Red,1
2026-02-02,2026,6,NE,North East,NE-P3,6,69,70,-1,101.4,Red,1
2026-02-02,2026,6,NE,North East,NE-P4,6,58,57,1,98.3,Red,1
2026-02-02,2026,6,NE,North East,NE-P5,6,61,61,0,100.0,Red,1
2026-02-02,2026,6,NW,North West,NW-P1,8,63,66,-3,104.8,Red,1
2026-02-02,2026,6,NW,North West,NW-P2,8,85,88,-3,103.5,Red,1
2026-02-02,2026,6,NW,North West,NW-P3,7,74,75,-1,101.4,Red,1
2026-02-02,2026,6,NW,North West,NW-P4,7,74,73,1,98.6,Red,1
2026-02-02,2026,6,NW,North West,NW-P5,7,65,65,0,100.0,Red,1
2026-02-02,2026,6,NW,North West,NW-P6,7,72,74,-2,102.8,Red,1
2026-02-02,2026,6,SCO,Scotland,SCO-P1,9,75,77,-2,102.7,Red,1
2026-02-02,2026,6,SCO,Scotland,SCO-P2,9,86,88,-2,102.3,Red,1
2026-02-02,2026,6,SCO,Scotland,SCO-P3,9,86,85,1,98.8,Red,1
2026-02-02,2026,6,SCO,Scotland,SCO-P4,8,90,91,-1,101.1,Red,1
2026-02-02,2026,6,SE,South East,SE-P1,7,83,85,-2,102.4,Red,1
2026-02-02,2026,6,SE,South East,SE-P2,8,71,74,-3,104.2,Red,1
2026-02-02,2026,6,SE,South East,SE-P3,8,62,65,-3,104.8,Red,1
2026-02-02,2026,6,SE,South East,SE-P4,7,93,97,-4,104.3,Red,1
2026-02-02,2026,6,SE,South East,SE-P5,7,69,72,-3,104.3,Red,1
2026-02-02,2026,6,SE,South East,SE-P6,7,77,80,-3,103.9,Red,1
2026-02-02,2026,6,SE,South East,SE-P7,7,75,76,-1,101.3,Red,1
2026-02-02,2026,6,SE,South East,SE-P8,7,75,74,1,98.7,Red,1
2026-02-02,2026,6,SW,South West,SW-P1,7,70,72,-2,102.9,Red,1
2026-02-02,2026,6,SW,South West,SW-P2,7,74,77,-3,104.1,Red,1
2026-02-02,2026,6,SW,South West,SW-P3,7,62,65,-3,104.8,Red,1
2026-02-02,2026,6,SW,South West,SW-P4,7,80,84,-4,105.0,Red,1
2026-02-02,2026,6,WAL,Wales,WAL-P1,8,75,78,-3,104.0,Red,1
2026-02-02,2026,6,WAL,Wales,WAL-P2,8,84,87,-3,103.6,Red,1
2026-02-02,2026,6,WAL,Wales,WAL-P3,7,71,72,-1,101.4,Red,1
2026-02-02,2026,6,YRK,Yorkshire,YRK-P1,9,93,97,-4,104.3,Red,1
2026-02-02,2026,6,YRK,Yorkshire,YRK-P2,8,68,70,-2,102.9,Red,1
2026-02-02,2026,6,YRK,Yorkshire,YRK-P3,8,70,71,-1,101.4,Red,1
2026-02-02,2026,6,YRK,Yorkshire,YRK-P4,8,97,96,1,99.0,Red,1
2026-02-02,2026,6,YRK,Yorkshire,YRK-P5,8,80,80,0,100.0,Red,1
2026-02-09,2026,7,MID,Midlands,MID-P1,8,81,84,-3,103.7,Red,1
2026-02-09,2026,7,MID,Midlands,MID-P2,8,71,73,-2,102.8,Red,1
2026-02-09,2026,7,MID,Midlands,MID-P3,7,75,76,-1,101.3,Red,1
2026-02-09,2026,7,MID,Midlands,MID-P4,8,79,79,0,100.0,Red,1
2026-02-09,2026,7,MID,Midlands,MID-P5,7,77,78,-1,101.3,Red,1
2026-02-09,2026,7,MID,Midlands,MID-P6,7,80,82,-2,102.5,Red,1
2026-02-09,2026,7,MID,Midlands,MID-P7,7,66,69,-3,104.5,Red,1
2026-02-09,2026,7,NE,North East,NE-P1,7,55,57,-2,103.6,Red,1
2026-02-09,2026,7,NE,North East,NE-P2,7,77,78,-1,101.3,Red,1
2026-02-09,2026,7,NE,North East,NE-P3,6,77,77,0,100.0,Red,1
2026-02-09,2026,7,NE,North East,NE-P4,6,49,50,-1,102.0,Red,1
2026-02-09,2026,7,NE,North East,NE-P5,6,73,75,-2,102.7,Red,1
2026-02-09,2026,7,NW,North West,NW-P1,8,81,83,-2,102.5,Red,1
2026-02-09,2026,7,NW,North West,NW-P2,8,75,76,-1,101.3,Red,1
2026-02-09,2026,7,NW,North West,NW-P3,7,68,68,0,100.0,Red,1
2026-02-09,2026,7,NW,North West,NW-P4,7,70,71,-1,101.4,Red,1
2026-02-09,2026,7,NW,North West,NW-P5,7,70,72,-2,102.9,Red,1
